	pos	variable	label	col_type	class	type	unique_values	n_na	range
0	1	ID		chr	character	character	609	0	"c(""[ID Redacted]"", ""[ID Redacted]"")"
1	2	GROUP	Analysis Group	chr	character	character	2	0	"c(""Atopic"", ""Non-atopic"")"
2	3	StudyID	StudyID	chr	character	character	609	0	"c(""[ID Redacted]"", ""[ID Redacted]"")"
3	4	RecruitID	RecruitID	chr	character	character	609	0	"c(""07-01-0003-4"", ""07-08-0371-8"")"
4	5	stimulant		chr	character	character	6	0	"c(""CpG"", ""RV"")"
5	6	avisit	Visit	dbl	numeric	double	1	0	c(12, 12)
6	7	replicate		chr	character	character	2	0	"c(""A"", ""B"")"
7	8	ifn_a_LPS	IFN-a, Stimulant: LPS	dbl	numeric	double	162	6809	c(3.1, 3370)
8	9	ifn_g_LPS	IFN-g, Stimulant: LPS	dbl	numeric	double	391	6811	c(3.1, 23900)
9	10	il_8_LPS	IL-8, Stimulant: LPS	dbl	numeric	double	448	6858	c(15599, 10151876.83)
10	11	il_10_LPS	IL-10, Stimulant: LPS	dbl	numeric	double	384	6808	c(13.3, 17425.04)
11	12	il_12p40_LPS	IL-12(p40), Stimulant: LPS	dbl	numeric	double	337	6809	c(3.1, 678)
12	13	tnf_a_LPS	TNF-a, Stimulant: LPS	dbl	numeric	double	382	6809	c(39.41, 17300)
13	14	ifn_a_PG	IFN-a, Stimulant: PG	dbl	numeric	double	24	6807	c(3.1, 96.24)
14	15	ifn_g_PG	IFN-g, Stimulant: PG	dbl	numeric	double	402	6807	c(3.1, 27300)
15	16	il_8_PG	IL-8, Stimulant: PG	dbl	numeric	double	450	6854	c(15599, 16656193.17)
16	17	il_10_PG	IL-10, Stimulant: PG	dbl	numeric	double	349	6808	c(9.93, 9956.89)
17	18	il_12p40_PG	IL-12(p40), Stimulant: PG	dbl	numeric	double	368	6808	c(3.1, 1150)
18	19	tnf_a_PG	TNF-a, Stimulant: PG	dbl	numeric	double	384	6807	c(32.75, 14400)
19	20	ifn_a_PIC	IFN-a, Stimulant: PIC	dbl	numeric	double	372	6806	c(3.1, 3400)
20	21	ifn_g_PIC	IFN-g, Stimulant: PIC	dbl	numeric	double	432	6806	c(3.1, 21900)
21	22	il_8_PIC	IL-8, Stimulant: PIC	dbl	numeric	double	252	6853	c(15599, 850969.7123)
22	23	il_10_PIC	IL-10, Stimulant: PIC	dbl	numeric	double	396	6806	c(3.1, 3040)
23	24	il_12p40_PIC	IL-12(p40), Stimulant: PIC	dbl	numeric	double	261	6806	c(3.1, 517)
24	25	tnf_a_PIC	TNF-a, Stimulant: PIC	dbl	numeric	double	390	6806	c(5.03, 4610)
25	26	ifn_a_CpG	IFN-a, Stimulant:CpG	dbl	numeric	double	403	6805	c(3.1, 9670)
26	27	ifn_g_CpG	IFN-g, Stimulant:CpG	dbl	numeric	double	317	6805	c(3.1, 1120)
27	28	il_8_CpG	IL-8, Stimulant:CpG	dbl	numeric	double	215	6856	c(15599, 752957.3468)
28	29	il_10_CpG	IL-10, Stimulant:CpG	dbl	numeric	double	381	6805	c(3.1, 6841.7)
29	30	il_12p40_CpG	IL-12(p40), Stimulant:CpG	dbl	numeric	double	161	6806	c(3.1, 360)
30	31	tnf_a_CpG	TNF-a, Stimulant:CpG	dbl	numeric	double	350	6806	c(3.58, 1260)
31	32	ifn_a_RSV	IFN-a, Stimulant: RSV	dbl	numeric	double	136	6807	c(3.1, 5650)
32	33	ifn_g_RSV	IFN-g, Stimulant: RSV	dbl	numeric	double	404	6807	c(3.1, 14000)
33	34	il_8_RSV	IL-8, Stimulant: RSV	dbl	numeric	double	434	6855	c(15599, 1753472.555)
34	35	il_10_RSV	IL-10, Stimulant: RSV	dbl	numeric	double	390	6807	c(3.1, 4750)
35	36	il_12p40_RSV	IL-12(p40), Stimulant: RSV	dbl	numeric	double	310	6807	c(3.1, 466)
36	37	tnf_a_RSV	TNF-a, Stimulant: RSV	dbl	numeric	double	408	6807	c(3.1, 5090)
37	38	ifn_a_RV	IFN-a, Stimulant: RV	dbl	numeric	double	350	6859	c(3.1, 15800)
38	39	ifn_g_RV	IFN-g, Stimulant: RV	dbl	numeric	double	348	6859	c(3.1, 948)
39	40	il_8_RV	IL-8, Stimulant: RV	dbl	numeric	double	197	6895	c(15599, 521814.2775)
40	41	il_10_RV	IL-10, Stimulant: RV	dbl	numeric	double	358	6859	c(3.1, 1460)
41	42	il_12p40_RV	IL-12(p40), Stimulant: RV	dbl	numeric	double	163	6859	c(3.1, 491)
42	43	tnf_a_RV	TNF-a, Stimulant: RV	dbl	numeric	double	349	6859	c(3.1, 1220)
43	44	D_ifn_a_LPS	Detectable IFN-a, Stimulant: LPS	dbl	numeric	double	3	6809	c(0, 1)
44	45	D_ifn_g_LPS	Detectable IFN-g, Stimulant: LPS	dbl	numeric	double	3	6811	c(0, 1)
45	46	D_il_8_LPS	Detectable IL-8, Stimulant: LPS	dbl	numeric	double	3	6858	c(0, 1)
