	pos	variable	label	col_type	class	type	unique_values	n_na	range
0	1	id		chr	character	character	494	0	"c(""[ID Redacted]"", ""[ID Redacted]"")"
1	2	group		chr	character	character	2	0	"c(""Atopic"", ""Non-atopic"")"
2	3	form		chr	character	character	1	0	"c(""HS2"", ""HS2"")"
3	4	evid	evid	dbl	numeric	double	1912	0	c(30728, 63231)
4	5	event	event	chr	character	character	4	0	"c(""120-Month Clinic Visit"", ""96-Month Clinic Visit"")"
5	6	version	version	chr	character	character	1	0	"c(""1.0"", ""1.0"")"
6	7	status	status	chr	character	character	2	0	"c(""complete"", ""missing"")"
7	8	aVisit	Visit	chr	character	character	5	0	"c("".x"", ""96"")"
8	9	HS2_q1a	Bothersome Things Where Participant Lives - Home is Hard to Heat	dbl	numeric	double	6	73	c(0, 4)
9	10	HS2_q1b	Bothersome Things Where Participant Lives - High Rent/Mortgage	dbl	numeric	double	6	74	c(0, 4)
10	11	HS2_q1c	Bothersome Things Where Participant Lives - May Get Evicted	dbl	numeric	double	6	74	c(0, 4)
11	12	HS2_q1d	Bothersome Things Where Participant Lives - Rats, Mice, or Cockroaches	dbl	numeric	double	6	74	c(0, 4)
12	13	HS2_q1e	Bothersome Things Where Participant Lives - Water Leaks	dbl	numeric	double	6	74	c(0, 4)
13	14	HS2_q1f	Bothersome Things Where Participant Lives - Mold Growing	dbl	numeric	double	6	74	c(0, 4)
14	15	HS2_q1g	Bothersome Things Where Participant Lives - Street Noise or Heavy Traffic	dbl	numeric	double	6	74	c(0, 4)
15	16	HS2_q1h	Bothersome Things Where Participant Lives - Other People Living in Home	dbl	numeric	double	6	74	c(0, 4)
16	17	HS2_q1i	Bothersome Things Where Participant Lives - Difficulty Contacting Landlord	dbl	numeric	double	6	76	c(0, 4)
17	18	HS2_q1j	Bothersome Things Where Participant Lives - Hard to Get Landlord to Fix Things	dbl	numeric	double	6	75	c(0, 4)
18	19	HS2_q1k	Bothersome Things Where Participant Lives - Other	dbl	numeric	double	6	74	c(0, 4)
19	20	HS2_q2	Rating of House/Apartment	dbl	numeric	double	11	74	c(1, 10)
20	21	HS2_q3	Rating of Neighborhood	dbl	numeric	double	11	75	c(1, 10)
21	22	HS2_q6	Participant Concerned About Air Quality Inside Home Affecting Child's Health	dbl	numeric	double	6	74	c(0, 4)
22	23	HS2_q7	Participant Concerned About Air Quality Outside Home Affecting Child's Health	dbl	numeric	double	6	74	c(0, 4)
23	24	aCompletionDY	Completion Day	dbl	numeric	double	535	73	c(1784, 3842)
